compartment	filename	level	annotators	publisher	publication_date	author	title	trump_count	clinton_count	credit	wire
test	politico_2016-10-08_which-republicans-want-to-fire-t	5	4b22	politico	2016-10-08	Rebecca Morin	Which Republicans want to fire Trump?	10	0	None	None
test	politico_2016-10-10_internet-phenomenon-ken-bone-deb	12	4b22	politico	2016-10-10	Louis Nelson	Internet phenomenon Ken Bone: Debate 'got very uncomfortable from up close'	3	2	None	None
test	politico_2016-10-11_trump-lament-on-missing-republic	2	d473	politico	2016-10-11	Nolan D. McCaskill	Trump lament on missing Republican supporters: ‘Why aren't they on the shows?'	8	0	None	None
test	politico_2016-10-12_hacked-page-roundup-of-paid-spee	2	5fec	politico	2016-10-12	Kyle Cheney	Hacked 80-page roundup of paid speeches shows Clinton 'praising Wall Street'	2	25	None	None
test	politico_2016-10-17_wikileaks-claims-state-party-cut	19	6b86	politico	2016-10-17	Louis Nelson	WikiLeaks claims 'state party' cut Assange's internet connection	3	4	None	None
test	politico_2016-10-27_trump-s-direct-transfers-to-rnc-	9	d473	politico	2016-10-27	Isaac Arnsdorf	Trump's direct transfers to RNC in October: $2.2 million	11	0	None	None
test	politico_2016-10-31_justice-department-pledges-quick	16	4e07	politico	2016-10-31	Josh Gerstein	Justice Department pledges quick work on renewed Clinton email probe	0	1	None	None
test	politico_2016-10-31_pence-demands-independent-prosec	5	ef2d	politico	2016-10-31	Louis Nelson	Pence demands independent prosecutor to investigate Clinton	5	29	None	None
test	politico_2016-11-02_mccaul-if-elected-hillary-clinto	9	5fec	politico	2016-11-02	Nolan D. McCaskill	McCaul: If elected, Hillary Clinton could be impeached	0	6	None	None
test	politico_2016-11-02_trump-adviser-flynn-gets-agitate	16	4b22	politico	2016-11-02	Yousef Saba	Trump adviser Flynn gets agitated over Putin and KKK questions	8	3	None	None
test	politico_2016-11-03_state-dept-drops-more-clinton-em	12	6b86	politico	2016-11-03	Josh Gerstein	State Dept. drops more Clinton emails recovered from her server	0	2	None	None
test	politico_2016-11-03_trump-generals-don-t-want-her-as	19	d473	politico	2016-11-03	Eli Stokols	Trump: Generals don't want 'her as their boss'	13	3	None	None
test	usa-today_2016-10-10_video-surfaces-first-thing-in-de	19	d473	usa-today	2016-10-10	Susan Page, @susanpage, USA TODAY	Video surfaces first thing in debate	16	11	None	None
test	usa-today_2016-10-18_companies-used-clinton-fundraise	9	d473	usa-today	2016-10-18	Kevin McCoy, USA TODAY	Companies used Clinton fundraisers to lobby the State Department; Donations prompt conflict-of-interest questions for Dem	6	40	None	None
test	usa-today_2016-10-20_who-won-the-vegas-debate	6	4b22	usa-today	2016-10-20		Who won the Vegas debate?	12	12	None	None
test	usa-today_2016-10-21_depending-on-who-wins-the-electi	13	d473	usa-today	2016-10-21		Depending on who wins, the election was 'rigged'	9	5	None	None
test	usa-today_2016-10-25_in-florida-s-crucial-county-a-fi	23	4b22	usa-today	2016-10-25	Alexandra Glorioso and Amy Bennett Williams,	In Florida's crucial county, a fierce battle; Clinton, Trump both struggle to rally their bases	11	15	None	None
test	usa-today_2016-10-25_trump-s-threat-to-sue-women-fits	9	4b22	usa-today	2016-10-25		Trump's threat to sue women fits his litigious pattern	13	0	None	None
test	usa-today_2016-10-26_clinton-walks-a-fine-line-betwee	19	ef2d	usa-today	2016-10-26	Heidi M. Przybyla, USA TODAY	Clinton walks a fine line between party line, unity; In the race's homestretch, she aims to make a case to a bitterly divided America	3	12	None	None
test	usa-today_2016-10-26_congress-could-never-control-pre	16	6b86	usa-today	2016-10-26	John J. Pitney Jr.	Congress could never control President Trump	10	0	None	None
test	usa-today_2016-10-26_wall-street-lawyers-dominate-cli	6	6b86	usa-today	2016-10-26	Fredreka Schouten, and Christopher Schnaars, USA TODAY	Wall Street, lawyers dominate Clinton's fundraising; 'Hillblazers' bundled $137M for her bid	4	16	None	None
test	usa-today_2016-10-31_feds-in-talks-to-get-emails-from	2	d473	usa-today	2016-10-31	Kevin Johnson, USA TODAY	Feds in talks to get emails from laptop used by Huma Abedin	0	1	None	None
test	usa-today_2016-11-02_keep-the-candidates-honest-by-al	13	4e07	usa-today	2016-11-02		Keep the candidates honest, by all means	2	5	None	None
test	usa-today_2016-11-07_step-plan-to-cope-if-your-candid	2	4b22	usa-today	2016-11-07	Laura Petrecca	12-STEP PLAN TO COPE IF YOUR CANDIDATE LOSES ELECTION	1	1	None	None
test	wash-post_2016-10-08_u-s-adds-jobs-unemployment-rate-	17	ef2d	wash-post	2016-10-08	Chico Harlan	U.S. adds 156,000 jobs; unemployment rate ticks up to 5%	3	5	None	None
test	wash-post_2016-10-09_as-pyongyang-races-to-nuclear-go	20	d473	wash-post	2016-10-09	Anna Fifield	As Pyongyang races to nuclear goal, analysts suspect another test looms	2	1	None	None
test	wash-post_2016-10-09_u-s-officially-condemns-russia-o	10	5fec	wash-post	2016-10-09	Ellen Nakashima	U.S. officially condemns Russia over hacking	0	1	None	None
test	wash-post_2016-10-10_scorched-earth-upends-a-usually-	20	4b22	wash-post	2016-10-10	Karen Tumulty	Scorched earth upends a usually genial format	13	14	None	None
test	wash-post_2016-10-15_sen-warren-asks-obama-to-fire-se	13	d473	wash-post	2016-10-15	Renae Merle,,Jim Tankersley	Sen. Warren asks Obama to fire SEC chief, a longtime nemesis	0	2	None	None
test	wash-post_2016-10-19_so-guess-who-s-the-demogorgon-in	13	5fec	wash-post	2016-10-19	Dana Milbank	So guess who's the Demogorgon in this scenario	29	6	None	None
test	wash-post_2016-10-24_clinton-embraced-big-money-syste	3	d473	wash-post	2016-10-24	Matea Gold,Anu Narayanswamy	Clinton embraced big-money system	2	36	None	None
test	wash-post_2016-10-25_on-campus-trump-backers-have-lea	3	6b86	wash-post	2016-10-25	Robert Samuels	On campus, Trump backers have learned to keep opinions to themselves	27	3	None	None
test	wash-post_2016-10-27_top-aide-s-leaked-memo-details-b	6	6b86	wash-post	2016-10-27	Rosalind S. Helderman,Tom Hamburger	Top aide's leaked memo details 'Bill Clinton Inc.'	0	8	None	None
test	wash-post_2016-10-27_trump-leaves-campaign-trail-to-o	17	d473	wash-post	2016-10-27	Ed O'Keefe,Sean Sullivan,Katie Zezima	Trump leaves campaign trail to open his new D.C. hotel	29	7	None	None
test	wash-post_2016-10-29_gop-places-heavy-bet-on-last-min	10	ef2d	wash-post	2016-10-29	Paul Kane	GOP places heavy bet on last-minute super PAC cash to hold Senate majority	3	0	None	None
test	wash-post_2016-11-05_as-paris-climate-pact-takes-effe	6	6b86	wash-post	2016-11-05	Chris Mooney,Brady Dennis	As Paris climate pact takes effect, world's leaders tangle with a long to-do list	3	2	None	None
test	west-journal_2016-10-11_donald-trump-claims-the-shackles	20	d473	west-journal	2016-10-11	None	Donald Trump Claims ‘The Shackles’ Have Now Been Taken Off His Campaign	10	0	None	NA
test	west-journal_2016-10-11_first-poll-released-since-second	3	5fec	west-journal	2016-10-11	None	First Poll Released Since Second Presidential Debate Reveals Where Voters Stand	13	3	None	NA
test	west-journal_2016-10-14_lewinsky-reporter-reveals-that-o	10	ef2d	west-journal	2016-10-14	None	Lewinsky Reporter Reveals That Originally Aired Broaddrick Video Was Edited	1	6	None	NA
test	west-journal_2016-10-14_witness-debunks-claim-trump-grop	10	5fec	west-journal	2016-10-14	None	Witness Debunks Claim Trump Groped Woman Aboard An Airplane	17	1	None	NA
test	west-journal_2016-10-17_polls-show-despite-campaign-of-a	14	6b86	west-journal	2016-10-17	None	Polls Show Despite Campaign of Allegations, Trump Still Running Strong	16	9	None	NA
test	west-journal_2016-10-19_lone-player-stands-during-nation	17	4b22	west-journal	2016-10-19	None	Lone Player Stands During National Anthem While Rest Of His Team Protests	1	1	None	NA
test	west-journal_2016-10-19_wikileaks-shows-desperate-plea-f	14	ef2d	west-journal	2016-10-19	None	WikiLeaks Shows Desperate Plea For Help From Within The Clinton Campaign	0	2	None	NA
test	west-journal_2016-10-25_michael-moore-has-a-new-two-word	17	5fec	west-journal	2016-10-25	None	Michael Moore Has A New Two-Word Insult For Trump Supporters	9	4	None	NA
test	west-journal_2016-10-25_wikileaks-podesta-said-obamas-do	3	4b22	west-journal	2016-10-25	None	WikiLeaks: Podesta Said Obamas ‘Don’t Need To Be This Nice’ To President Bush And First Lady	0	1	None	NA
test	west-journal_2016-10-27_daughter-of-eric-garner-blasts-c	7	4e07	west-journal	2016-10-27	None	Daughter Of Eric Garner Blasts Clinton After WikiLeaks Reveals Effort To Use His Death For Political Gain	0	5	None	NA
test	west-journal_2016-11-01_wikileaks-bombshell-podesta-inst	20	5fec	west-journal	2016-11-01	None	Wikileaks Bombshell: Podesta Instructed Clinton Aide To ‘Dump All Those Emails’	0	4	None	NA
test	west-journal_2016-11-05_woman-who-accused-trump-of-rape-	7	d473	west-journal	2016-11-05	None	Woman Who Accused Trump Of Rape When She Was 13 Drops Her Claim	11	1	None	NA
train	breitbart_2015-11-11_the-ninth-circle-the-hellish-vie	14	d473	breitbart	2015-11-11	Virgil	The Ninth Circle: The Hellish View from Inside the Beltway, #2	5	2	None	None
train	breitbart_2015-11-16_o-malley-campaign-to-shift-staff	7	4e07	breitbart	2015-11-16	AP	O’Malley campaign to shift staff, resources to Iowa	0	1	None	AP
train	breitbart_2015-11-17_wash-post-fact-check-if-obama-sa	3	4e07	breitbart	2015-11-17	John Nolte	Wash Post Fact-Check: If Obama Says It, It’s True	1	1	None	None
train	breitbart_2015-11-18_ny-daily-news-paris-terror-attac	14	d473	breitbart	2015-11-18	AWR Hawkins	NY Daily News: Paris Terror Attacks Highlight Threat Posed by NRA	0	1	None	None
train	breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza	17	6b86	breitbart	2015-11-19	Breitbart News	Exclusive Excerpt–Dinesh D’Souza’s ‘Stealing America,’ Part 3	0	1	None	None
train	breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-	3	ef2d	breitbart	2015-11-19	UPI	Hillary Clinton calls on U.S. to lead, step up fight against Islamic State	1	6	None	UPI
train	breitbart_2015-11-23_breitbart-news-daily-a-world-at-	10	6b86	breitbart	2015-11-23	Breitbart News	Breitbart News Daily: A World at War	2	2	None	None
train	breitbart_2015-12-02_john-mccain-republican-populist-	0	4b22	breitbart	2015-12-02	Charlie Spiering	John McCain: Republican Populist Anger Appeals to ‘Bad Angels Of Our Nature’	1	0	None	None
train	breitbart_2015-12-03_graham-trump-s-incredibly-hatefu	17	ef2d	breitbart	2015-12-03	Pam Key	Graham: Trump’s ‘Incredibly Hateful Rhetoric’ Destroying GOP’s Chance to Win Presidency	3	0	None	None
train	breitbart_2015-12-04_bellwether-county-says-trump-sho	10	4e07	breitbart	2015-12-04	William Bigelow	Bellwether County Says Trump Should Win GOP Nomination	11	1	None	None
train	breitbart_2015-12-04_san-bernardino-terror-suspect-na	0	6b86	breitbart	2015-12-04	Lee Stranahan	San Bernardino Terror Suspect Named By Police BEFORE Obama’s Initial Briefing	0	1	None	None
train	breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi	7	d473	breitbart	2015-12-07	UPI	Clinton camp: Trump’s Islamaphobia threatens national security	9	4	None	UPI
train	breitbart_2015-12-10_millennial-democratics-prefer-be	14	6b86	breitbart	2015-12-10	UPI	Millennial Democratics prefer Bernie Sanders	2	2	None	UPI
train	breitbart_2015-12-11_charles-barkley-takes-on-donald-	14	5fec	breitbart	2015-12-11	UPI	Charles Barkley takes on Donald Trump, ‘loser’ supporters	2	0	None	UPI
train	breitbart_2015-12-11_exclusive-maria-espinoza-anti-il	7	6b86	breitbart	2015-12-11	Michelle Fields	Exclusive–Maria Espinoza, Anti-Illegal-Immigration Leader, Running For Congress	2	0	None	None
train	breitbart_2015-12-11_trump-cruz-has-to-come-a-long-wa	0	ef2d	breitbart	2015-12-11	Ian Hanchett	Trump: Cruz Has ‘To Come a Long Way’ On Ethanol, He’s For Oil Because ‘Oil Pays Him a Lot of Money’	3	0	None	None
train	breitbart_2015-12-13_poll-finds-clinton-would-beat-ou	7	5fec	breitbart	2015-12-13	UPI	Poll finds Clinton would beat out Trump and Cruz	4	8	None	UPI
train	breitbart_2015-12-16_newspaper-defense-secretary-used	3	6b86	breitbart	2015-12-16	AP	Newspaper: Defense secretary used personal email at Pentagon	0	1	None	AP
train	breitbart_2015-12-20_republican-donor-adelson-and-tru	3	4b22	breitbart	2015-12-20	Reuters	Republican Donor Adelson and Trump May be Aligning on Israel	16	0	None	Reuters
train	breitbart_2015-12-21_chelsea-clinton-husband-expectin	17	d473	breitbart	2015-12-21	UPI	Chelsea Clinton, husband expecting second child	0	2	None	UPI
train	breitbart_2015-12-21_nytimes-casually-conflates-ted-c	0	4e07	breitbart	2015-12-21	Spyridon Mitsotakis	NYTimes Casually Conflates Ted Cruz With George Wallace	0	1	None	None
train	breitbart_2016-01-01_jeb-bush-super-pac-chief-praises	22	4b22	breitbart	2016-01-01	Matthew Boyle	Jeb Bush Super PAC Chief Praises Marco Rubio Donor’s Anti-Donald Trump Skywriting Campaign	8	1	None	None
train	breitbart_2016-01-01_rose-bowl-skywriters-blast-trump	10	4b22	breitbart	2016-01-01	UPI	Rose Bowl skywriters blast Trump	5	0	None	UPI
train	breitbart_2016-01-05_the-latest-cruz-to-give-away-eng	10	4e07	breitbart	2016-01-05	AP	The Latest: Cruz to give away engraved shotgun	1	3	None	AP
train	breitbart_2016-01-10_conservative-icon-morton-blackwe	0	d473	breitbart	2016-01-10	Michael Patrick Leahy	Conservative Icon Morton Blackwell Endorses Ted Cruz	0	1	None	None
train	breitbart_2016-01-10_trump-tells-in-reno-nfl-has-gone	17	4e07	breitbart	2016-01-10	AP	Trump tells 3,000 in Reno NFL has gone ‘soft’ like the US	4	0	None	AP
train	breitbart_2016-01-18_trump-i-m-the-worst-thing-that-e	3	5fec	breitbart	2016-01-18	Jeff Poor	Trump: ‘I’m the Worst Thing That Ever Happened to the Establishment’	6	0	None	None
train	breitbart_2016-01-19_donald-trump-rampages-to-point-l	10	d473	breitbart	2016-01-19	John Nolte	Donald Trump Rampages to +32 Point Lead in Florida	3	0	None	None
train	breitbart_2016-01-19_long-time-leaders-of-conservativ	7	ef2d	breitbart	2016-01-19	Michael Patrick Leahy	Long-Time Leaders of Conservative Movement Unite in Support of Ted Cruz	14	0	None	None
train	breitbart_2016-01-23_poll-donald-trump-ties-hillary-c	14	4e07	breitbart	2016-01-23	Alex Swoyer	Poll: Donald Trump Ties Hillary Clinton With Michael Bloomberg in a Three-Way Contest	5	10	None	None
train	breitbart_2016-01-31_issa-hillary-clinton-s-honesty-i	7	4b22	breitbart	2016-01-31	Pam Key	Issa: Hillary Clinton’s ‘Honesty Is In Question’	0	4	None	None
train	breitbart_2016-02-01_dr-ben-carson-hillary-clinton-no	23	4b22	breitbart	2016-02-01	Alex Swoyer	Dr. Ben Carson: Hillary Clinton ‘Not Fit To Serve As President Of The United States’	0	2	None	None
train	breitbart_2016-02-02_red-hot-chili-peppers-in-final-s	10	5fec	breitbart	2016-02-02	UPI	Red Hot Chili Peppers in final stages of new album, announce #FeelTheBern benefit concert	0	1	None	UPI
train	breitbart_2016-02-04_things-to-know-for-today	17	d473	breitbart	2016-02-04	AP	10 Things to Know for Today	0	1	None	AP
train	breitbart_2016-02-06_republican-presidential-candidat	14	4b22	breitbart	2016-02-06	Charlie Spiering	Republican Presidential Candidates Give Calculated Super Bowl Predictions	1	0	None	None
train	breitbart_2016-02-07_after-rubio-stumbles-rivals-see-	0	5fec	breitbart	2016-02-07	AP	After Rubio stumbles, rivals see opening in New Hampshire	1	0	None	AP
train	breitbart_2016-02-08_former-mexico-leader-calderon-ca	22	4b22	breitbart	2016-02-08	UPI	Former Mexico leader Calderon calls Trump’s idea for border wall ‘stupid’, ‘useless’	11	0	None	UPI
train	breitbart_2016-02-08_lynch-no-outside-influence-on-fb	14	d473	breitbart	2016-02-08	AP	Lynch: No outside influence on FBI probe into Clinton emails	0	1	None	AP
train	breitbart_2016-02-08_the-latest-nh-towns-cast-first-v	17	4b22	breitbart	2016-02-08	AP	The Latest: 3 NH towns cast first votes of primary	20	10	None	AP
train	breitbart_2016-02-10_how-donald-trump-could-become-pr	7	4e07	breitbart	2016-02-10	Peter Morici	How Donald Trump Could Become President	13	1	None	None
train	breitbart_2016-02-11_fix-is-in-pbs-moderators-ignore-	7	d473	breitbart	2016-02-11	Peter Schweizer	FIX IS IN: PBS Moderators Ignore Clinton Scandals	1	8	None	None
train	breitbart_2016-02-16_donald-trump-praises-breitbart-s	14	ef2d	breitbart	2016-02-16	Breitbart News	Donald Trump Praises Breitbart’s Washington Political Editor Matthew Boyle: ‘Very Good Reporter’	11	0	None	None
train	breitbart_2016-02-17_cruz-trump-would-put-liberals-on	3	ef2d	breitbart	2016-02-17	Ian Hanchett	Cruz: Trump Would Put Liberals On Court, ‘I Fear The Same Thing Is True’ for Rubio	3	0	None	None
train	breitbart_2016-02-18_ap-gfk-poll-voters-increasingly-	3	4e07	breitbart	2016-02-18	AP	AP-GfK Poll: Voters increasingly see Sanders as electable	0	16	None	AP
train	breitbart_2016-02-18_poll-bernie-sanders-burns-hillar	0	6b86	breitbart	2016-02-18	Adelle Nazarian	Poll: Bernie Sanders Burns Hillary Clinton With First-Ever National Lead	0	12	None	None
train	breitbart_2016-02-20_the-latest-hillary-clinton-tells	17	ef2d	breitbart	2016-02-20	AP	The Latest: Hillary Clinton tells voters she’s with them	46	47	None	AP
train	breitbart_2016-03-01_the-latest-sanders-wins-minnesot	10	ef2d	breitbart	2016-03-01	AP	The Latest: Sanders wins Minnesota Democratic caucuses	54	55	None	AP
train	breitbart_2016-03-02_christie-s-shell-shocked-look-st	10	6b86	breitbart	2016-03-02	AP	Christie’s shell-shocked look stirs mockery, befuddlement	15	2	None	AP
train	breitbart_2016-03-09_hillary-benghazi-victim-mother-a	10	6b86	breitbart	2016-03-09	Pam Key	Hillary: Benghazi Victim Mother ‘Absolutely Wrong’ to Call Me a Liar	0	3	None	None
train	breitbart_2016-03-11_brooks-rubio-did-well-in-more-ru	14	6b86	breitbart	2016-03-11	Ian Hanchett	Brooks: Rubio Did Well In ‘More Rubio-Style Debate,’ Than He Did Going ‘In the Gutter’	2	0	None	None
train	breitbart_2016-03-15_kasich-we-are-going-to-go-all-th	17	6b86	breitbart	2016-03-15	Pam Key	Kasich: ‘We Are Going To Go All The Way To Cleveland and Secure The Republican Nomination’	0	1	None	None
train	breitbart_2016-03-15_the-latest-kasich-scores-all-del	0	ef2d	breitbart	2016-03-15	AP	The Latest: Kasich scores all 66 delegates after Ohio win	35	29	None	AP
train	breitbart_2016-03-15_the-latest-sanders-declares-revo	7	ef2d	breitbart	2016-03-15	AP	The Latest: Sanders declares ‘revolution,’ ignores losses	26	25	None	AP
train	breitbart_2016-03-20_news-guide-donors-flocked-to-rub	10	4b22	breitbart	2016-03-20	AP	News Guide: Donors flocked to Rubio super PAC, to no avail	1	0	None	AP
train	breitbart_2016-03-20_ted-cruz-refuses-to-disavow-lind	4	4b22|4e07|5fec|6b86|d473|ef2d	breitbart	2016-03-20	Julia Hahn	Ted Cruz Refuses to Disavow Lindsey Graham Endorsement	5	0	None	None
train	breitbart_2016-03-21_sanders-wins-democrats-abroad-gl	4	d473	breitbart	2016-03-21	AP	Sanders wins Democrats Abroad global primary	0	5	None	AP
train	breitbart_2016-03-29_liberal-oscar-winner-sarandon-no	7	5fec	breitbart	2016-03-29	AFP	Liberal Oscar-winner Sarandon ‘not sure’ about Clinton over Trump	6	10	None	AFP
train	breitbart_2016-04-01_clinton-sanders-had-opposing-vie	14	4e07	breitbart	2016-04-01	AP	Clinton, Sanders had opposing views on biomedical research	0	4	None	AP
